Name,Diagnosis
image_1.jpg,0.9501953125
image_10.jpg,0.00017404556274414062
image_100.jpg,0.98046875
image_1000.jpg,0.0
image_10000.jpg,3.5762786865234375e-07
image_10001.jpg,1.4841556549072266e-05
image_10002.jpg,0.97119140625
image_10003.jpg,4.76837158203125e-07
image_10004.jpg,8.344650268554688e-07
image_10005.jpg,0.98193359375
image_10006.jpg,8.344650268554688e-07
image_10007.jpg,0.99853515625
image_10008.jpg,9.721517562866211e-05
image_10009.jpg,8.940696716308594e-07
image_1001.jpg,4.559755325317383e-05
image_10010.jpg,2.9802322387695312e-06
image_10011.jpg,0.95947265625
image_10012.jpg,1.3709068298339844e-06
image_10013.jpg,0.99853515625
image_10014.jpg,0.0003399848937988281
image_10015.jpg,0.00678253173828125
image_10016.jpg,0.99853515625
image_10017.jpg,0.986328125
image_10018.jpg,0.955078125
image_10019.jpg,0.00351715087890625
image_1002.jpg,0.99169921875
image_10020.jpg,8.165836334228516e-06
image_10021.jpg,0.05865478515625
image_10022.jpg,6.377696990966797e-05
image_10023.jpg,0.19775390625
image_10024.jpg,0.00024437904357910156
image_10025.jpg,0.0015459060668945312
image_10026.jpg,0.00010353326797485352
image_10027.jpg,0.96875
image_10028.jpg,0.0
image_10029.jpg,0.9658203125
image_1003.jpg,0.0001055598258972168
image_10030.jpg,4.76837158203125e-07
image_10031.jpg,0.95703125
image_10032.jpg,0.72412109375
image_10033.jpg,0.00016224384307861328
image_10034.jpg,0.6240234375
image_10035.jpg,0.93994140625
image_10036.jpg,1.2814998626708984e-05
image_10037.jpg,0.0005369186401367188
image_10038.jpg,0.6015625
image_10039.jpg,5.960464477539062e-07
image_1004.jpg,0.0276641845703125
image_10040.jpg,0.001247406005859375
image_10041.jpg,5.960464477539063e-08
image_10042.jpg,1.0132789611816406e-06
image_10043.jpg,0.0006680488586425781
image_10044.jpg,0.0007734298706054688
image_10045.jpg,0.06182861328125
image_10046.jpg,0.0001214742660522461
image_10047.jpg,1.1920928955078125e-07
image_10048.jpg,7.843971252441406e-05
image_10049.jpg,0.9990234375
image_1005.jpg,0.9580078125
image_10050.jpg,0.00019788742065429688
image_10051.jpg,0.0028553009033203125
image_10052.jpg,0.98046875
image_10053.jpg,0.0005702972412109375
image_10054.jpg,0.035369873046875
image_10055.jpg,0.0015010833740234375
image_10056.jpg,0.00539398193359375
image_10057.jpg,8.64863395690918e-05
image_10058.jpg,0.0
image_10059.jpg,0.1492919921875
image_1006.jpg,6.401538848876953e-05
image_10060.jpg,1.1920928955078125e-07
image_10061.jpg,0.9970703125
image_10062.jpg,0.9990234375
image_10063.jpg,0.9921875
image_10064.jpg,2.384185791015625e-07
image_10065.jpg,5.960464477539062e-07
image_10066.jpg,0.404296875
image_10067.jpg,0.0011243820190429688
image_10068.jpg,0.176513671875
image_10069.jpg,0.0004067420959472656
image_1007.jpg,0.1748046875
image_10070.jpg,0.96337890625
image_10071.jpg,0.990234375
image_10072.jpg,0.9990234375
image_10073.jpg,1.043081283569336e-05
image_10074.jpg,6.556510925292969e-07
